MANDT,PERNR,SUBTY,OBJPS,SPRPS,ENDDA,BEGDA,SEQNR,AEDTM,UNAME,HISTO,ITXEX,REFEX,ORDEX,ITBLD,PREAS,FLAG1,FLAG2,FLAG3,FLAG4,RESE1,RESE2,GRPVL,TRFAR,TRFGB,TRFGR,TRFST,LGA01,BET01,ANZ01,EIN01,OPK01,LGA02,BET02,ANZ02,EIN02,OPK02,LGA03,BET03,ANZ03,EIN03,OPK03,LGA04,BET04,ANZ04,EIN04,OPK04,LGA05,BET05,ANZ05,EIN05,OPK05,LGA06,BET06,ANZ06,EIN06,OPK06,LGA07,BET07,ANZ07,EIN07,OPK07,LGA08,BET08,ANZ08,EIN08,OPK08,LGA09,BET09,ANZ09,EIN09,OPK09,LGA10,BET10,ANZ10,EIN10,OPK10,LGA11,BET11,ANZ11,EIN11,OPK11,LGA12,BET12,ANZ12,EIN12,OPK12,LGA13,BET13,ANZ13,EIN13,OPK13,LGA14,BET14,ANZ14,EIN14,OPK14,LGA15,BET15,ANZ15,EIN15,OPK15,LGA16,BET16,ANZ16,EIN16,OPK16,LGA17,BET17,ANZ17,EIN17,OPK17,LGA18,BET18,ANZ18,EIN18,OPK18,LGA19,BET19,ANZ19,EIN19,OPK19,LGA20,BET20,ANZ20,EIN20,OPK20,LGA21,BET21,ANZ21,EIN21,OPK21,LGA22,BET22,ANZ22,EIN22,OPK22,LGA23,BET23,ANZ23,EIN23,OPK23,LGA24,BET24,ANZ24,EIN24,OPK24,LGA25,BET25,ANZ25,EIN25,OPK25,LGA26,BET26,ANZ26,EIN26,OPK26,LGA27,BET27,ANZ27,EIN27,OPK27,LGA28,BET28,ANZ28,EIN28,OPK28,LGA29,BET29,ANZ29,EIN29,OPK29,LGA30,BET30,ANZ30,EIN30,OPK30,LGA31,BET31,ANZ31,EIN31,OPK31,LGA32,BET32,ANZ32,EIN32,OPK32,LGA33,BET33,ANZ33,EIN33,OPK33,LGA34,BET34,ANZ34,EIN34,OPK34,LGA35,BET35,ANZ35,EIN35,OPK35,LGA36,BET36,ANZ36,EIN36,OPK36,LGA37,BET37,ANZ37,EIN37,OPK37,LGA38,BET38,ANZ38,EIN38,OPK38,LGA39,BET39,ANZ39,EIN39,OPK39,LGA40,BET40,ANZ40,EIN40,OPK40,WAERS,INDRL,OTYPE,OBJID,VAMNT,VUNIT,IND01,MOD01,IND02,MOD02,IND03,MOD03,IND04,MOD04,IND05,MOD05,IND06,MOD06,IND07,MOD07,IND08,MOD08,IND09,MOD09,IND10,MOD10,IND11,MOD11,IND12,MOD12,IND13,MOD13,IND14,MOD14,IND15,MOD15,IND16,MOD16,IND17,MOD17,IND18,MOD18,IND19,MOD19,IND20,MOD20,IND21,MOD21,IND22,MOD22,IND23,MOD23,IND24,MOD24,IND25,MOD25,IND26,MOD26,IND27,MOD27,IND28,MOD28,IND29,MOD29,IND30,MOD30,IND31,MOD31,IND32,MOD32,IND33,MOD33,IND34,MOD34,IND35,MOD35,IND36,MOD36,IND37,MOD37,IND38,MOD38,IND39,MOD39,IND40,MOD40,BSGRD,DIVGV,ANSAL,ANCUM,CMPMN,ORZID,STVOR,OCRSN,CPIND,LGAWW,CMP_PROCESSID,CMP_PLANID,CMP_SEQUENCE,CMP_AMOUNT,CMP_PERCENT,CMP_NUMBER,CMP_PAYUNIT,CMP_NEW_SALARY,CMP_OLD_SALARY,CMP_REASON,CMP_STATUS,CMP_EFFECTIVE_DATE,DEDUCTION_AMOUNT,TAX_CODE,BENEFIT_PLAN,ENROLLMENT_STATUS,STOCK_OPTIONS,COMMISSION_PCT,BONUS_AMOUNT,HOURLY_RATE,MONTHLY_INCOME,PERCENT_SALARY_HIKE,DAILY_RATE,OVERTIME_RATE,DEPENDENTS_COVERAGE,SALARY_HISTORY_ID,RAISE_AMOUNT,PROMOTION_DATE,PAYROLL_PERIOD,TAX_DEDUCTION,NET_PAY,GROSS_PAY,BENEFITS_ENROLLMENT_DATE,STOCK_OPTION_LEVEL,PAYROLL_RELATIONSHIP_ID,BALANCE_TYPE_ID,BALANCE_DIMENSION_ID,ELEMENT_TYPE_ID,INPUT_VALUE_ID,PROCESSING_TYPE,PRIORITY,CLASSIFICATION_ID,COST_TYPE,ACTIVITY_TYPE
100,00000155,0000,01, ,20261231,20230501,000,20251206,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8794.18,1.00,USD,+,1000,8740.57,1.00,USD,+,1000,5628.77,1.00,USD,+,1000,8837.3,1.00,USD,+,,,,,,,,,,,,,,,,1000,9606.43,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3389.3,1.00,USD,+,,,,,,,,,,,1000,6811.99,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3373.76,1.00,USD,+,,,,,,1000,9776.22,1.00,USD,+,,,,,,1000,8298.52,1.00,USD,+,,,,,,USD,X,O,00010001,305.29,USD, ,02, ,01,X,03,X,03, ,02,X,03, ,02,X,03,X,03, ,03,X,03, ,01,X,02,X,03,X,02,X,03,X,03,X,01,X,03, ,03, ,02,X,02,X,01, ,01, ,03, ,01, ,03, ,03, ,02, ,01, ,01, ,02,X,02, ,02, ,02, ,02,X,02, ,03,X,01, ,02,1.00,40.00,173304.00,X,X,00020001,20251031,, ,1000,00030001,00040001,001,15597.36,0.0900,1.000,USD,188901.36,173304.00,PROM,AP,20261001,1209.84,TX01,BN01,A,4483,0.05,20046.77,83.32,14442.00,9,666.55,124.98,N,00005155,15597.36,20200915,202402,4433.09,10469.63,16112.56,20210506,3,00008155,00009155,00009255,00009355,00009455,A,6784,00009555,D,PAYROLL_RUN
100,00000156,0000,01, ,20261231,20180519,000,20240312,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,1000,2913.51,1.00,USD,+,,,,,,1000,6201.09,1.00,USD,+,,,,,,1000,6758.38,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4505.15,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6807.17,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4399.21,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,116.93,USD, ,01,X,02, ,01, ,01, ,03, ,01, ,01,X,03,X,03, ,02,X,01,X,03, ,02, ,03,X,02,X,01, ,01, ,03,X,03,X,03,X,02,X,01,X,03, ,02, ,03,X,01, ,03, ,02, ,02, ,02,X,02,X,03, ,01,X,02,X,03,X,02,X,02,X,02, ,01,X,02,1.00,40.00,213035.00,X,X,00020001,20260915,, ,1000,00030001,00040001,001,34085.60,0.1600,1.000,USD,247120.60,213035.00,PROM,AP,20260518,1271.43,TX01,BN01,A,3602,13.65,11103.20,102.42,17752.92,16,819.37,153.63,N,00005156,34085.60,20200912,202406,3320.84,14085.92,18678.19,20160529,4,00008156,00009156,00009256,00009356,00009456,A,381,00009556,D,PAYROLL_RUN
100,00000157,0000,01, ,20261231,20200925,000,20240824,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9204.66,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5100.28,1.00,USD,+,,,,,,1000,7406.23,1.00,USD,+,,,,,,,,,,,,,,,,1000,6674.05,1.00,USD,+,,,,,,,,,,,,,,,,1000,3677.9,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,INR,X,O,00010001,235.92,USD,X,02, ,01,X,02, ,03, ,01, ,03, ,03,X,02,X,01,X,01, ,03, ,02,X,01,X,03, ,01, ,03,X,02,X,02, ,01, ,01,X,02, ,03, ,01,X,01, ,03,X,01, ,01,X,03,X,01,X,02, ,02,X,01,X,02, ,01, ,02,X,03,X,02, ,02,X,03,X,03,1.00,40.00,133203.00,X,X,00020001,20251016,, ,1000,00030001,00040001,001,9324.21,0.0700,1.000,USD,142527.21,133203.00,PROM,AP,20250826,1251.57,TX01,BN01,A,5626,12.86,19628.30,64.04,11100.25,7,512.32,96.06,Y,00005157,9324.21,20240306,202412,3132.48,8351.89,12735.94,20190322,3,00008157,00009157,00009257,00009357,00009457,B,6081,00009557,D,PAYROLL_RUN
100,00000158,0000,01, ,20261231,20160331,000,20250502,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,1000,2106.97,1.00,USD,+,,,,,,1000,4961.65,1.00,USD,+,,,,,,1000,3438.6,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5682.78,1.00,USD,+,,,,,,,,,,,,,,,,1000,8921.37,1.00,USD,+,,,,,,,,,,,1000,8036.96,1.00,USD,+,,,,,,,,,,,1000,5322.82,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8365.45,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8234.74,1.00,USD,+,,,,,,,,,,,USD,X,O,00010001,254.99,USD, ,02,X,02,X,03, ,02,X,01, ,03,X,01,X,01, ,02,X,03,X,02,X,02,X,03, ,01,X,02, ,03,X,01,X,03, ,02,X,02, ,02, ,01,X,01,X,01, ,03,X,02,X,01, ,01, ,02,X,02, ,01,X,01,X,03,X,03,X,02,X,03, ,02, ,02, ,03,X,03,1.00,40.00,226335.00,X,X,00020001,20250908,, ,1000,00030001,00040001,001,38476.95,0.1700,1.000,USD,264811.95,226335.00,PROM,AP,20260104,1829.05,TX01,BN01,A,8894,16.0,31008.75,108.81,18861.25,17,870.52,163.22,N,00005158,38476.95,20210116,202407,3678.71,15937.55,21445.31,20180611,1,00008158,00009158,00009258,00009358,00009458,A,1261,00009558,D,PAYROLL_RUN
100,00000159,0000,01, ,20261231,20200403,000,20250131,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,1000,7643.4,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,7807.41,1.00,USD,+,,,,,,1000,8447.1,1.00,USD,+,1000,5918.3,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,7227.18,1.00,USD,+,1000,8915.03,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,3180.88,1.00,USD,+,,,,,,,,,,,,,,,,USD,X,O,00010001,172.69,USD, ,01, ,03,X,02,X,01, ,03, ,02,X,03,X,02, ,01, ,01, ,01,X,02,X,03,X,03,X,01,X,01, ,03, ,01,X,02, ,02, ,03, ,03,X,01, ,01, ,02, ,03, ,03,X,02,X,02,X,03,X,03, ,02,X,03,X,02, ,01, ,03,X,02,X,02, ,03, ,02,1.00,40.00,208429.00,X,X,00020001,20260112,, ,1000,00030001,00040001,001,12505.74,0.0600,1.000,USD,220934.74,208429.00,PROM,AP,20260115,1645.40,TX01,BN01,A,4137,2.67,11958.91,100.21,17369.08,6,801.65,150.31,N,00005159,12505.74,20211124,202406,3850.64,12869.62,18365.66,20150510,1,00008159,00009159,00009259,00009359,00009459,B,7246,00009559,C,PAYROLL_RUN
100,00000160,0000,01, ,20261231,20170210,000,20250315,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3233.48,1.00,USD,+,1000,9305.14,1.00,USD,+,,,,,,1000,4600.42,1.00,USD,+,,,,,,1000,6530.71,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9238.05,1.00,USD,+,1000,2168.14,1.00,USD,+,1000,4566.07,1.00,USD,+,,,,,,,,,,,1000,6625.5,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,8117.84,1.00,USD,+,,,,,,USD,X,O,00010001,111.58,USD,X,01, ,02, ,01, ,02, ,01, ,02,X,01, ,02, ,03,X,02,X,02, ,02, ,02,X,02,X,01, ,01,X,02, ,01, ,01,X,02, ,03,X,02, ,01, ,03,X,02, ,02, ,03, ,02,X,01,X,02,X,01,X,03,X,03, ,03, ,03,X,03,X,02,X,01, ,03, ,02,1.00,40.00,225828.00,X,X,00020001,20260506,, ,1000,00030001,00040001,001,42907.32,0.1900,1.000,USD,268735.32,225828.00,PROM,AP,20260430,1309.30,TX01,BN01,A,5351,7.69,20283.51,108.57,18819.00,19,868.57,162.86,N,00005160,42907.32,20251219,202405,4682.99,14517.00,20509.29,20150709,4,00008160,00009160,00009260,00009360,00009460,B,3203,00009560,D,PAYROLL_RUN
100,00000161,0000,01, ,20261231,20220502,000,20241010,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,1000,3293.18,1.00,USD,+,1000,6631.5,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4414.56,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,7109.59,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,6072.53,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,X,O,00010001,232.8,USD, ,01,X,03,X,02,X,02,X,01, ,03,X,02, ,03, ,03, ,01, ,01,X,02, ,01, ,02,X,02, ,01,X,02, ,02,X,01,X,01, ,02,X,03, ,02, ,03, ,03,X,01, ,01,X,01,X,02, ,02, ,03, ,03, ,02,X,03, ,02,X,03,X,02,X,03, ,02, ,02,1.00,40.00,82795.00,X,X,00020001,20250314,, ,1000,00030001,00040001,001,13247.20,0.1600,1.000,USD,96042.20,82795.00,PROM,AP,20251027,730.66,TX01,BN01,A,5810,13.63,12145.62,39.81,6899.58,16,318.44,59.71,Y,00005161,13247.20,20250614,202404,2108.02,5073.04,7911.72,20230926,5,00008161,00009161,00009261,00009361,00009461,A,6016,00009561,C,PAYROLL_RUN
100,00000162,0000,01, ,20261231,20150807,000,20250102,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2697.5,1.00,USD,+,,,,,,,,,,,,,,,,1000,8320.44,1.00,USD,+,,,,,,,,,,,1000,2172.11,1.00,USD,+,,,,,,1000,1213.37,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,7043.98,1.00,USD,+,,,,,,1000,7758.25,1.00,USD,+,USD,X,O,00010001,495.42,USD, ,03, ,02, ,01,X,03,X,02, ,02, ,03, ,01,X,01, ,03,X,03,X,02,X,03, ,03,X,02,X,03, ,03, ,01,X,03, ,02, ,02, ,02, ,01, ,02, ,02, ,03,X,03,X,03,X,01, ,01, ,02,X,01,X,03, ,03, ,01, ,01,X,02,X,01, ,02,X,03,1.00,40.00,123428.00,X,X,00020001,20250302,, ,1000,00030001,00040001,001,18514.20,0.1500,1.000,USD,141942.20,123428.00,PROM,AP,20260126,774.68,TX01,BN01,A,8621,16.9,22395.66,59.34,10285.67,15,474.72,89.01,Y,00005162,18514.20,20231021,202407,3259.64,8117.66,12151.98,20150813,3,00008162,00009162,00009262,00009362,00009462,B,8475,00009562,D,PAYROLL_RUN
100,00000163,0000,01, ,20261231,20160224,000,20260108,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4454.23,1.00,USD,+,1000,6259.21,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,2045.58,1.00,USD,+,,,,,,1000,6348.42,1.00,USD,+,,,,,,,,,,,1000,9835.69,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1930.96,1.00,USD,+,1000,1895.61,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6147.04,1.00,USD,+,,,,,,,,,,,1000,7181.14,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,242.8,USD,X,03,X,03, ,01, ,01,X,01, ,03, ,01, ,01,X,02,X,02, ,01,X,03, ,02,X,01,X,01, ,01,X,02, ,03,X,02, ,03,X,03, ,02,X,03, ,03,X,03, ,02,X,01, ,03, ,01, ,02, ,01,X,01, ,01, ,01, ,02,X,03, ,03, ,03,X,03, ,01,1.00,40.00,171869.00,X,X,00020001,20260113,, ,1000,00030001,00040001,001,12030.83,0.0700,1.000,USD,183899.83,171869.00,PROM,AP,20261018,1261.74,TX01,BN01,A,4613,14.32,12980.15,82.63,14322.42,7,661.03,123.94,Y,00005163,12030.83,20240902,202407,2582.18,11560.18,15404.10,20230504,3,00008163,00009163,00009263,00009363,00009463,A,5886,00009563,D,PAYROLL_RUN
100,00000164,0000,01, ,20261231,20170528,000,20250921,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,7646.67,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1786.79,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5780.78,1.00,USD,+,,,,,,,,,,,1000,2215.29,1.00,USD,+,1000,5360.61,1.00,USD,+,,,,,,,,,,,1000,8857.77,1.00,USD,+,,,,,,,,,,,,,,,,1000,3681.23,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,362.28,USD,X,01,X,01,X,03, ,01,X,03, ,03,X,01,X,01, ,02,X,03, ,03,X,01,X,01,X,01, ,01,X,01, ,01,X,03,X,03, ,01, ,02,X,01,X,02,X,02, ,01,X,01, ,03,X,03, ,02, ,01,X,03, ,03, ,02,X,01,X,02,X,03, ,01, ,02,X,02,X,01,1.00,40.00,188471.00,X,X,00020001,20260523,, ,1000,00030001,00040001,001,22616.52,0.1200,1.000,USD,211087.52,188471.00,PROM,AP,20250329,1447.74,TX01,BN01,A,7551,20.0,20046.59,90.61,15705.92,12,724.89,135.92,N,00005164,22616.52,20220816,202410,3696.32,12232.41,17376.47,20230828,2,00008164,00009164,00009264,00009364,00009464,A,8244,00009564,D,PAYROLL_RUN
100,00000165,0000,01, ,20261231,20230203,000,20260811,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,1000,2434.88,1.00,USD,+,,,,,,1000,4308.52,1.00,USD,+,,,,,,,,,,,1000,1456.99,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1193.66,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9573.11,1.00,USD,+,1000,9656.11,1.00,USD,+,,,,,,,,,,,1000,2651.0,1.00,USD,+,,,,,,1000,3614.24,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9238.94,1.00,USD,+,,,,,,,,,,,,,,,,1000,8039.17,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,364.27,USD, ,02, ,03, ,02, ,03, ,01, ,02,X,01,X,03, ,03, ,03, ,03,X,01, ,02,X,03, ,01, ,03,X,01, ,03,X,01, ,02,X,02,X,03,X,03, ,01,X,01, ,03,X,03, ,03, ,01,X,01,X,03, ,03,X,02,X,03,X,02,X,02,X,02, ,03, ,01,X,02,1.00,40.00,102212.00,X,X,00020001,20250728,, ,1000,00030001,00040001,001,9199.08,0.0900,1.000,USD,111411.08,102212.00,PROM,AP,20250721,590.31,TX01,BN01,A,897,18.95,11328.00,49.14,8517.67,9,393.12,73.71,N,00005165,9199.08,20221216,202402,2205.32,6666.04,9461.67,20210916,2,00008165,00009165,00009265,00009365,00009465,B,3348,00009565,D,PAYROLL_RUN
100,00000166,0000,01, ,20261231,20160910,000,20250416,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,1000,3347.84,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6243.87,1.00,USD,+,1000,8838.12,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6743.34,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6773.14,1.00,USD,+,,,,,,,,,,,,,,,,1000,1877.21,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,491.76,USD, ,03,X,01,X,01,X,03,X,01,X,02,X,03,X,01,X,02, ,02, ,03, ,01, ,01,X,03, ,01,X,01,X,01,X,01, ,03, ,01, ,03, ,01, ,01,X,03, ,02, ,03, ,02,X,03, ,01, ,02, ,02,X,01, ,02,X,03,X,02,X,03, ,03,X,02, ,03, ,02,1.00,40.00,220751.00,X,X,00020001,20251227,, ,1000,00030001,00040001,001,15452.57,0.0700,1.000,USD,236203.57,220751.00,PROM,AP,20260307,1914.93,TX01,BN01,A,8819,2.72,22200.68,106.13,18395.92,7,849.04,159.2,N,00005166,15452.57,20250406,202402,5541.81,12789.24,20245.98,20171022,5,00008166,00009166,00009266,00009366,00009466,A,2983,00009566,D,PAYROLL_RUN
100,00000167,0000,01, ,20261231,20221130,000,20240121,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,1000,1359.36,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6842.88,1.00,USD,+,,,,,,1000,2795.06,1.00,USD,+,,,,,,1000,9443.2,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4061.84,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,5034.84,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8919.29,1.00,USD,+,,,,,,,,,,,1000,2680.25,1.00,USD,+,,,,,,1000,2737.15,1.00,USD,+,,,,,,EUR,X,O,00010001,232.62,USD, ,03, ,02,X,02,X,01, ,01, ,03, ,01,X,01,X,02, ,03, ,03, ,02,X,01, ,01, ,03,X,01, ,03,X,01, ,03,X,03,X,03,X,03, ,01, ,03,X,01,X,03,X,03, ,02,X,03,X,02,X,01,X,02, ,01, ,03, ,01, ,02,X,03,X,03, ,01,X,03,1.00,40.00,203358.00,X,X,00020001,20260102,, ,1000,00030001,00040001,001,24402.96,0.1200,1.000,USD,227760.96,203358.00,PROM,AP,20250207,1662.17,TX01,BN01,A,9405,8.71,12465.97,97.77,16946.50,12,782.15,146.65,N,00005167,24402.96,20230905,202406,4656.75,11666.41,17985.33,20241113,4,00008167,00009167,00009267,00009367,00009467,A,8303,00009567,D,PAYROLL_RUN
100,00000168,0000,01, ,20261231,20211003,000,20261123,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,6061.28,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,1890.62,1.00,USD,+,1000,2540.04,1.00,USD,+,,,,,,,,,,,1000,4842.52,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9336.56,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6784.21,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4438.76,1.00,USD,+,INR,X,O,00010001,132.69,USD, ,02, ,02,X,01,X,01,X,03,X,01, ,01, ,03,X,02,X,02, ,01,X,03,X,03, ,01,X,01,X,01, ,01, ,02,X,02,X,03,X,03, ,02, ,03,X,01, ,03, ,02, ,01, ,03,X,02, ,02,X,03,X,03,X,03, ,01, ,03,X,03,X,01, ,02,X,03, ,01,1.00,40.00,96560.00,X,X,00020001,20250629,, ,1000,00030001,00040001,001,10621.60,0.1100,1.000,USD,107181.60,96560.00,PROM,AP,20250823,800.18,TX01,BN01,A,5778,18.42,5540.43,46.42,8046.67,11,371.38,69.63,Y,00005168,10621.60,20200227,202408,2095.60,5612.59,8508.37,20191124,4,00008168,00009168,00009268,00009368,00009468,A,9785,00009568,C,PAYROLL_RUN
100,00000169,0000,01, ,20261231,20191017,000,20260724,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,1000,7884.76,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4804.13,1.00,USD,+,1000,8680.59,1.00,USD,+,1000,7299.18,1.00,USD,+,1000,2615.73,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,4023.56,1.00,USD,+,,,,,,1000,9970.47,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6089.37,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6329.19,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,132.95,USD, ,01, ,02, ,01, ,03, ,01, ,02,X,02,X,01,X,03,X,01, ,03, ,03, ,01,X,01,X,02, ,02, ,02,X,02, ,02, ,01,X,01, ,01, ,02,X,02, ,02,X,03, ,01,X,01,X,01, ,03, ,02,X,01,X,03, ,03, ,02, ,02,X,01,X,01, ,03,X,01,1.00,40.00,111321.00,X,X,00020001,20250724,, ,1000,00030001,00040001,001,13358.52,0.1200,1.000,USD,124679.52,111321.00,PROM,AP,20260507,885.41,TX01,BN01,A,1953,10.95,21957.14,53.52,9276.75,12,428.16,80.28,Y,00005169,13358.52,20210326,202401,2754.52,7466.58,11106.51,20240224,4,00008169,00009169,00009269,00009369,00009469,A,3942,00009569,C,PAYROLL_RUN
